FSW_SET,Frequency (kHz),VIN (V),IIN (A),VOUT (V),IOUT (A),Efficiency (%),PLoss (W),VIN_ADC,VOUT_ADC,IIN_ADC,IBAT_ADC,VEXT_ADC,TDIE_ADC
FSW_SET,Frequency (kHz),VIN (V),IIN (A),VOUT (V),IOUT (A),Efficiency (%),PLoss (W),VIN_ADC,VOUT_ADC,IIN_ADC,IBAT_ADC,VEXT_ADC,TDIE_ADC
15,1470.2,17.69304,0.2736191,4.400327,0.999283,90.82901009196178,0.4439817155229999,17.7375,4.3950000000000005,0.2475,1.05375,17.69375,41.5
15,1468.9,17.75237,0.5202335,4.39952,1.99915,95.23487624994884,0.44007717039499994,17.79375,4.3950000000000005,0.493125,2.07,17.75625,41.5
15,1471.2,17.81561,0.7669703,4.399761,2.99939,96.57901709575003,0.46744460059299975,17.85625,4.39625,0.736875,3.0825,17.81875,42.0
15,1469.9,17.87857,1.013332,4.399871,3.99965,97.1353693296787,0.5189830500899966,17.925,4.3950000000000005,0.984375,4.1025,17.8875,43.0
15,1473.4,17.93864,1.259887,4.39923,5.00003,97.32584192409227,0.6043773567799988,17.98125,4.39625,1.231875,5.11125,17.94375,44.0
15,1472.3,18.00164,1.506301,4.399202,6.00002,97.34256041795972,0.7205883495999927,18.04375,4.3950000000000005,1.47375,6.13125,18.00625,45.5
15,1472.3,18.0648,1.753012,4.399089,6.99974,97.23589377291991,0.8753319407400042,18.10625,4.39375,1.7193749999999999,7.12125,18.06875,47.5
15,1474.1,18.13125,1.9995,4.39956,7.99974,97.08138476025417,1.058098260600005,18.16875,4.3950000000000005,1.9649999999999999,8.15625,18.1375,49.5
15,1476.2,18.19755,2.245995,4.39969,8.99973,96.87904551926628,1.2755842285500094,18.2375,4.3950000000000005,2.210625,9.16875,18.2,52.0
15,1477.8,18.26446,2.492256,4.399669,10.0002,96.65608571049253,1.522140087959997,18.3,4.3950000000000005,2.45625,10.18125,18.275000000000002,55.0

